"video_id","channel_title","channel_id","video_publish_date","video_title","video_description","video_category","video_view_count","video_comment_count","video_like_count","video_dislike_count","video_tags"
"vgNBJoNmxCU","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-02,"Ministro Chero rechaza declaraciones de Karelim López a la prensa: ""Quiere una ventaja periodística""","El ministro de Justicia, Félix Chero, habló sobre las acusaciones de Karelim López contra el presidente Pedro Castillo.

00:00 Impacto de las declaraciones de Karelim López
01:46 Legitimidad de sus testimonios
04:10 Bruno Pacheco y el MININTER
05:05 Colaboración eficaz
09:00 Mentiras de Pedro Castillo
11:22 Asamblea constituyente
16:12 Adelanto de elecciones
17:22 Tesis de Pedro Castillo
21:20 Responsabilidad del poder Ejecutivo

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",21352,251,209,NA,"RPP|RPP Noticias|Noticias Peru|Perú|karelim lopez|pedro castillo|colaboradora eficaz|fiscalia|comision de fiscalizacion|congreso|felix chero|ministro de justicia|minjus|bruno pacheco|sobrinos de pedro castillo|presidente|asamblea constituyente|nueva constitucion|sarratea|breña|plagio en tesis"
"4Sar2j6Wgxc","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-03,"COVID-19, influenza o alergia: cómo diferenciar las enfermedades y tratarlas","César Munayco, director ejecutivo de Vigilancia en salud pública del MINSA, habla sobre el cuidado contra la influenza.

00:00 Diferencia entre enfermedades 
02:45 Influenza H3N2
03:38 Vacuna para niños y adultos mayores

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",432,1,5,NA,"RPP|RPP Noticias|Noticias Peru|Perú|gripe|influenza|alergia|minsa|covi 10|coronavirus|h3n2|vacunas|vacunacion|influenza n niños|vacuna contra la influenza|vacuna en niños"
"oQ8gB6jR3HM","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-03,"Óscar Ugarte rechazó versiones de que se hayan comprado excesiva cantidad de vacunas en el Perú","El exministro de Salud, Óscar Ugarte, responsabilizó a la actual gestión del Minsa por la continúa pérdida de vacunas contra la COVID-19 que sufre el país y que ha sido alertada por la Contraloría. En tal sentido, negó que durante su gestión se comprara excesivos lotes de dosis contra el coronavirus.



#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2054,6,30,NA,"RPP|RPP Noticias|Noticias Peru|Perú|oscar ugarte|hernando cevallos|vacunas vencidas|hernan condori|contraloria|nelson shack|vacunas peru|gestion de vacunas|minsa|vacuna covid|sinopharm|vacunación peru|variante|omicron"
"tXUSccGI67w","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-03,"César Nakazaki: “los congresistas querían que Karelim lópez viole su colaboración eficaz”","El abogado de  Karelim López, César Nakazaki, explicó que, si su representada brinda mayor información por fuera de la Fiscalía, las declaraciones perderían su valor legal.


#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",99884,312,1124,NA,"RPP|RPP Noticias|Noticias Peru|Perú|PERU LIBRE|BRUNO PACHECO|VLADIMIR CERRON|COLABORACION EFICAZ|KARELIM LOPEZ|anibal torres|sobrinos del presidente|cesar nakazaki"
"6Pavd7J6nE8","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-05,"🔴 #ResumenADN Rafael Vela sobre Pedro Castillo: ""Debería abrirse una investigación""","El fiscal superior Rafael Vela Barba, coordinador del Equipo Especial Lava Jato, consideró que debería abrirse una investigación contra el presidente Pedro Castillo durante su mandato tras las revelaciones hechas por la empresaria Karelim López, como parte de su proceso de colaboración eficaz, en la que lo acusa de presuntos actos de corrupción.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2418,9,33,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Rafael Vela|Pedro Castillo|Pedro Castillo Perú|Perú Libre Pedro Castillo|Fiscal Vela|Fiscal Rafael Vela|Fiscal Rafael Vela Pedro Castillo|Presidente Pedro Castillo Perú|Karelim López"
"o4Sx0YAAjNk","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-05,"Rafael Vela: ""debería abrirse una investigación"" a Pedro Castillo tras testimonio de Karelim López","Rafael Vela, fiscal superior coordinador del Equipo Especial Lava Jato, declara sobre la condición de colaboradora eficaz de Karelim López y los efectos de sus testimonios sobre Pedro Castillo.

00:00 Conversación con el ministro de Defensa Carrasco
02:44 Investigación a Pedro Castillo
05:14 Informe al fiscal
07:25 Karelim López como colaboradora eficaz
12:30 Bruno Pacheco prófugo
15:15 Caso Lava Jato
20:27 Acusación contra Martín Vizcarra
21:34 Caso de Keiko Fujimori
26:08 Recursos de la fiscalía

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",99397,393,1208,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rafael vela|lava jato|pedro castillo|karelim lopez|investgacion|fiscal|fiscalia|jose domingo perez|zoraida avalos|pablo sanchez|investicacion a pedro castillo|colaboracion eficaz|bruno pacheco"
"36KI3ltXzCU","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-10,"COVID-19: vacunado tiene 6.5 veces menos probabilidad de morir","La doctora Lely Solari, médico infectóloga del Instituto nacional de salud del Perú, habló sobre la cuarta dosis de vacunación contra COVID-19.

00:00 Importancia de la vacunación
02:30 Efectividad de la segunda dosis
03:43 Ola ómicron
05:28 Necesidad de la cuarta dosis
07:20 Vacuna de influenza y la cuarta dosis
11:10 Llamadas de oyentes

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",17736,130,247,NA,"RPP|RPP Noticias|Noticias Peru|Perú|cuarta dosis|vacuna|pandemia|coid 19|coroanvirus|hospitalizacion|vacuna contra influenza|influenza"
"aX0B8RHNjCo","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-12,"JNE rechaza las declaraciones de Zamir Villaverde sobre las elecciones presidenciales 2021","El abogado penalista Andy Carrión explicó las implicancias de las declaraciones de Zamir Villaverde sobre el proceso electoral y el presidente Pedro Castillo.

00:00 Declaraciones de Zamir Villaverde
02:00 Consecuencias del testimonio del empresario
05:28 Evidencia del presunto fraude electoral
07:00 ¿Se convertirá en colaborador eficaz?
09:40 Juego político en las declaraciones
10:27 Pronunciamiento del JNE

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",32098,289,288,NA,"RPP|RPP Noticias|Noticias Peru|Perú|andy carrion|zamir villaverde|pedro castillo|prision preventiva|colaborador eficaz|imputado|fraude electoral"
"MO7JtIH185o","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-17,"Aumento de robos e inseguridad en Perú: ¿realmente funciona en Estado de emergencia?","Nicolás Zevallos, exviceministro de Seguridad pública del ministerio del Interior reflexiona sobre la inseguridad ciudadana que enfrenta el Perú y la efectividad del Estado de emergencia.

00:00 Medidas contra la inseguridad ciudadana
03:00 Impacto en la ciudadanía
05:12 Fiscalía y policía
05:44 Organización ciudadana para la protección
08:30 Inteligencia de la PNP
09:40 Impunidad de delincuentes

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",736,7,10,NA,"RPP|RPP Noticias|Noticias Peru|Perú|inseguridad ciudadana|robos|delincuencia|robo de telefonos|mininter|seguridad publica|seguridad ciudadana|gobiernos locales|gobiernos regionales|municipalidades|pnp|policia|ejercitoo|fuerzas armadas|nicolas zevallos|defensora del pueblo|serenazgos|camaras|camaras de seguridad|fiscalia|temor ciudadano|comisaria|prevenir robos"
"hZ-mb6AZ2fA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-19,"Fiscal Luz Taquire tras interrogar a Aníbal Torres: “Ha respondido todas las preguntas”","La fiscal de lavado de activos, Luz Taquire, interrogó este martes al primer ministro Aníbal Torres, como parte de sus diligencias que buscan corroborar el testimonio que la colaboradora eficaz Karelim López brindó ante el Ministerio Público.



#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",7361,31,62,NA,"RPP|RPP Noticias|Noticias Peru|Perú|ANIBAL TORRES|luz taquire|karelim lopez|declaracion|premier|pedro castillo|testigo|dos millones|bruno pacheco|zamir villaverde|anibal torres declara en fiscalia"
"FVgEzaXOO1s","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-19,"""Saludo a la bandera"": ¿realmente funcionan los Consejos de ministros descentralizados?","El alcalde del distrito de Jacas Grande, en Huánuco, cuestionó la efectividad de las sesiones de Consejo de ministros descentralizadas.

00:00 Cuestionamiento de Consejos descentralizados
01:40 Reclamos a Pedro Castillo
03:17 Costo de los Consejos
04:18 Aníbal Torres en Apurímac

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",4824,46,45,NA,"RPP|RPP Noticias|Noticias Peru|Perú|consejo de ministros|consejos descentralizados|alcaldes|alcaldes distritales|huanuco|pedro castillo|anibal torres"
"ZfhFQzDPNiQ","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-20,"Sobre Zamir Villaverde: “no desea someterse a una colaboración eficaz, si no como testigo protegido""","El exprocurador anticorrupción, Iván Meini, sostuvo que Zamir Villaverde ha acusado a muchas personas sin adjuntar pruebas y sus denuncias son poco verosímiles.

01:15 Repercusiones de acusaciones de Zamir Villaverde a las elecciones municipales
08:00 Sobre plagio de tesis de Lilia Paredes y Pedro Castillo



#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",14936,41,170,NA,"RPP|RPP Noticias|Noticias Peru|Perú|odebrecht|zamir villaverde|colaboracion eficaz|pedro castillo|peru libre|vladimir cerron|puente tarata 3|bruno pacheco|karelim lopez|comision de fiscalizacion|hector ventura|testigo protegido|Lilia Paredes|Pedro Castillo|rosendo serna|plagio de tesis|universidad cesar vallejo|ucv|cesar acuña|sunedu"
"20AbpjjuSR8","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-20,"Sobre alerta en Perú por viruela del mono: “Centros de salud se prepararán para identificar casos”","“Viruela a del mono es una enfermedad que existe desde 1970, producto de las actividades de la erradicación de la viruela y se identificó en algunas regiones de África”, sostuvo en RPP César Munayco, director ejecutivo de Vigilancia En Salud Pública DEL CDC MINSA

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",30057,121,356,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Casos de coronavirus hoy|CDC MINSA|César Munayco|director ejecutivo de Vigilancia En Salud Pública|MINSA|Viruela a del mono|TRANSMISION LOCAL|REINO UNIDO|PERU ALERTA VIRUELA"
"HpGoh_zt9Gs","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-20,"Munayco: “Es difícil que con la trasmisión entre personas se mantenga una trasmisión grande”","“Viruela del mono Es una enfermedad que se trasmite por contacto cercano entre las personas los casos que se identificó en Inglaterra están siendo evaluadas es importante evaluar si es que hay trasmisión local”, sostuvo en RPP Noticias, Cesar Munayco, director ejecutivo de Vigilancia en salud pública del CDC MINSA

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2724,5,24,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Viruela del mono|enfermedad que se trasmite|contacto cercano|los casos|identificó en Inglaterra|trasmisión local|Cesar Munayco|director ejecutivo de Vigilancia|salud pública|CDC|MINSA"
"X-zF4EF94Qg","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-21,"MINSA: “Atenciones de gestantes deben empezar desde la etapa preconcepcional”","Minsa lanzó la campaña “Maternidad saludable, segura y voluntaria” que se realiza del 16 al 22 de mayo. Guillermo Atencio, director de Salud Sexual y Reproductiva del ministerio de Salud nos explica el objetivo principal de esta actividad

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",539,1,17,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|Minsa|campaña “Maternidad saludable|segura|voluntaria|16 al 22 de mayo|Guillermo Atencio|director de Salud Sexual|Reproductiva|ministerio de Salud"
"IVE5LdM4nrU","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-25,"COVID-19: estos son los avances de las vacunas infantiles","El doctor Elmer Huerta nos actualizó sobre las vacunas para niños de los laboratorios Pfizer y Moderna.

00:00 Vacunas infantiles
02:30 Diferencias entre laboratorios
03:18 Efectividad de las vacunas
06:00 Tiroteo en Estados Unidos

#rppnoticias . La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",894,6,23,NA,"RPP|RPP Noticias|Noticias Peru|Perú|covid 19 persistente|covid 19 cronico|vacuna contra covid 19|pfizer|moderna|vacuna infantil|pandemia|inoculacion|dosis de vacuna|vacuna a niños|cuarta dosis|tercera dosis"
"T79jTbIjK9k","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-26,"Sobre Zamir Villaverde “Su conducta lo condena a no ser un colaborador eficaz”","El abogado penalista, José Ugaz, realizó un análisis sobre los presuntos audios entre Zamir Villaverde y Bruno Pacheco donde negociaban cargos en los ministerios de Trabajo y Transportes

#rppnoticias 
La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",8363,39,84,NA,"RPP|RPP Noticias|Noticias Peru|Perú|jose ugaz|impedimento de salida del pais|juan silva|zamir villaverde|los niños|bruno pacheco|sarratea|pedro castillo|peru libre|vladimir cerron|karelim lopez|willax|phillip butters|lady camones|accion popular|silvia barerra|LOS NIÑOS|Raúl Doroteo|Elvis Vergara|Juan Carlos Mori|Jorge Flores|Ilich López|Darwin Espinoza|fraude electoral|jorge montoya|vacancia|app|dina boluarte"
"fb6oZUKgixI","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-26,"Brecha de vacuna contra COVID-19 en niños peruanos","La licenciada María Elena Martínez, directora de inmunizaciones del MINSA, nos actualizó sobre las cifras de vacunación en el Perú. 

00:00 Introducción
01:00 Uso facultativo de mascarilla
01:55 Primera dosis de vacuna
02:45 Vacunación infantil
04:50 Respuesta focalizada del MINSA
09:18 Información del MINSA
11:25 Vacunas contra influenza y neumococo
13:00 Bicivacúnate
17:30 Tiempo de vida de la vacuna

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",412,3,4,NA,"RPP|RPP Noticias|Noticias Peru|Perú|uso de mascarillas|vacuna|vacunacion|vacuan covid 19|coronavirus|pandemia|moderna|pfizer|minsa|miniserio de salud|essalud|maria elena martinez"
"yzkDkM9skyU","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-28,"Carlos Caro: “Zamir Villaverde busca su colaboración eficaz comprometiendo al presidente”","#RPPNoticias. 
El abogado penalista Carlos Caro sostuvo que Zamir Villaverde busca su colaboración eficaz comprometiendo al presidente Pedro Castillo.

La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",22799,55,250,NA,"RPP|RPP Noticias|Noticias Peru|Perú|JUAN SILVA|juan silva|ministerio de transportes|carlos caro|zamir villaverde|bruno pacheco|karelim lopez|trafico de influencias|pedro castillo|peru libre|vladimir cerron|cerronismo|sobrinos del presidente|impedimento de salida del pais"
"-GSuxwkDxgE","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-31,"Colaboración eficaz: “no sabemos si solo existen dichos o hay elementos de corroboración”","#RPPNoticias. 
El abogado penalista Eduardo Roy Gates explicó las implicancias que tiene la apertura de la investigación contra el presidente Pedro Castillo por parte del fiscal de la Nación, Pablo Sánchez.

La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",11377,25,116,NA,"RPP|RPP Noticias|Noticias Peru|Perú|persecucion politica|pedro castillo|anibal torres|iquitos|Consejo de Ministros Descentralizado en Loreto|loreto|investigación preliminar|pablo sanchez|fiscalia|allanamiento palacio|bruno pacheco|karelim lopez|zamir villaverde|investigacion a castillo|roy gates|ministerio publico"
"C0WfPQNsJ54","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-05-31,"Viruela del mono en Perú: lo que conocemos sobre el caso sospechoso en Piura","El doctor Víctor Suárez, jefe del Instituto nacional de la salud, informó sobre lo que se sabe del caso sospechoso de viruela del mono en el norte del Perú.

00:00 Alerta en Piura
03:05 Conferencia de prensa
04:00 Criterios anunciados por el MINSA 
05:22 Caso sospechoso
07:30 Investigación del paciente

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2614,7,44,NA,"RPP|RPP Noticias|Noticias Peru|Perú|minsa|piura|viruela del mono|viruela del mono en piura|contagio|viruela|viruela en peru|viruela del mono en peru|alerta epidemiologica|descarte de casos|varicela|caso sospechoso|sospecha viruela del mono"
"rfZLVR0bjWc","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-02,"¿Cómo debo cuidar a mis hijos para prevenir infecciones respiratorias?","El doctor César Munayco, director ejecutivo de Vigilancia en salud pública del MINSA, habló sobre las enfermedades respiratorias que se agudizan ante el clima frío en el Perú.

00:00 Introducción
00:50 Enfermedades respiratorias agudas
02:30 Malestar infantil
06:55 Medidas de prevención
08:15 Vacuna contra la influenza y neumococo

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",429,1,6,NA,"RPP|RPP Noticias|Noticias Peru|Perú|neumonia|neumonia infantil|invierno|minsa|enfermedades en invierno|friage|enfermedades respiratorias|infecciones respiratorias|neumococo|salud de niños|salud adultos mayores"
"BYJHYoRwV_A","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-03,"Pedro Castillo: se cumplen cien días desde que el presidente no da declaraciones a la prensa","#rppnoticias 

La última vez que Pedro Castillo declaró a los periodistas fue el pasado 21 de febrero, en Huarochirí, cuando le preguntaron por sus vínculos con la colaboradora eficaz Karelim López. ""Esta prensa es un chiste"", dijo. 


La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2048,15,22,NA,"RPP|RPP Noticias|Noticias Peru|Perú|100 dias|pedro castillo|peru libre|prensa peru|vladimir cerron|consejo de la prensa peruana|cpp|mirtha vasquez|medios de comunicacion|anibal torres|castillo no delcara a la prensa|congreso peru|rodrigo salazar|prensa|willax|silencio presidencial"
"FvMWBE_Vh38","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-14,"SENTIMIENTO DEL HINCHA luego de la eliminación de Perú al Mundial de Qatar 2022","La Selección Peruana se quedó en la puerta del Mundial Qatar 2022. Tras empatar sin goles en 120', en los penales fue más efectiva Australia para su clasificación.


#rppnoticias 
La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",42905,365,454,NA,"RPP|RPP Noticias|Noticias Peru|Perú|André Carrillo|Christian Cueva|José Carvallo|Gianluca Lapadula|Alexander Callens|jairo concha|sergio pena|ricardo gareca|seleccion peruana|seleccion nacional|blanquirroja|hinchas peruanos|la mejor hinchada del mundo|doha|qatar|peru en qatar|edinson flores|tanke arias|lunes 13|peru australia|australia peru|delegacion peruana|concentracion|DOHA|PERU EN DOHA|PERU EN QATAR|luis advincula"
"52e0ZNPuA5w","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-16,"COVID-19: EE.UU. autoriza uso de vacunas infantiles para menores de 6 meses a 5 años","El doctor Elmer Huerta nos informa que la Administración de Alimentos y Medicamentos de los Estados Unidos (FDA) autorizó vacunas infantiles de los laboratorios Pfizer y Moderna.

00:00 Vacuna infantil
02:40 Efectividad y efectos secundarios
04:20 Campaña de vacunación
05:00 Parálisis facial

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1041,9,14,NA,"RPP|RPP Noticias|Noticias Peru|Perú|vacuna infantil|vacuna covid 19|coronavirus|covid en peru|vacuna para menores|elmer huerta|espacio vital|moderna|pfizer|vacunacion en peru|vacunacion a niños|vacunacion a niños en peru|campaña de vacunacion peru|fda|estados unidos|eeuu|cuarta dosis|tercera dosis|dosis de refuerzo|laboratorio covid|vacunas en peru|centro de vacunacion peru|vacunaton|vacuna en colegios"
"jNKpEdGMx6Q","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-21,"Minsa invoca a la población a no acercarse a zona de derrame de zinc en el río Chillón","Jorge Luis Escobar, de la Dirección Regional de Riesgos de Desastres y Defensa Nacional en Salud (Digerd), del Minsa, informó que se ha declarado en alerta todos los establecimientos de salud de Canta, como de Comas y Carabayllo para vigilar casos de intoxicaciones.

#rppnoticias 
. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",481,2,3,NA,"RPP|RPP Noticias|Noticias Peru|Perú|derrame de zinc|Minsa|Dirección Regional de Riesgos de Desastres y Defensa Nacional en Salud|Digerd|canta|carabayllo|comas|rio rimac|oceano pacifico|jorge luis escobar|ANA|autoridad nacional del agua|metales pesados|accidente de transito|concentrado de zinc|oefa|empresa wari|minera volcan|volcan"
"VQOTi8N3M_c","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-23,"Oscar Ugarte sobre Vladimir Cerrón: “lo hemos denunciado por difamación”","El exministro de Salud, Oscar Ugarte, explicó los factores por los cuales se han incrementado casos de COVID-19 en el Perú. “Otro factor es la crisis en el Minsa”, sostuvo.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",6256,16,111,NA,"RPP|RPP Noticias|Noticias Peru|Perú|francisco sagasti|oscar ugarte|aprista|cuarta ola|covid peru|vacunacion peru|pandemia peru|casos covid|casos peru|ola de contagios|minsa|ins|ministerio de salud|variantes|variantes covid|incremento de casos|VLADIMIR CERRON|CERORNISMO"
"zyJI3T7yrqI","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-23,"""Estamos todavía en pandemia"": Minsa advierte que en julio iniciaría la cuarta ola en Perú","El Dr. Elmer Huerta, consejero médico de RPP Noticias, nos habla sobre los dos tipos de personas que se están poniendo grave a medida que aumentan los casos de la COVID-19.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",4203,45,67,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Minsa|Pandemia Perú|Dr. Elmer Huerta|Cuarta ola|Cuarta ola COVID-19|Coronavirus cuarta ola|Julio iniciaría cuarta ola|Coronavirus en Perú|COVID-19 en Perú|Minsa cuarta ola|Cuarta ola julio|Casos COVID-19|COVID-19 casos|Enfermos COVID-19"
"y6vf5ZVJYjI","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-23,"Perú: Situación de la vacunación contra la influenza, neumococo y COVID-19","María Elena Martínez, directora de Inmunizaciones del Minsa, nos comentó cuál la situación sobre estas vacunas en Perú.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2918,20,30,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"HCaVJmAaiXc","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-23,"José Antonio Tirado: ""Necesitamos normas eficaces que regulen el ámbito laboral""","José Antonio Tirado, abogado y especialista en informalidad laboral, dio un diagnostico sobre cómo se encuentran las regulación laborales en el Perú a 5 años del incendio que cobró la vida de dos jóvenes en la Galería Nicolini en Las Malvinas.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",663,1,4,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Jóvenes|José Antonio Tirado|normas eficaces|Ámbito laboral|Informalidad en Perú|Perú informal|Trabajo en Perú|Informalidad Perú|Formalidad Perú|Trabajo formal|Trabajo informal|Dos jóvenes|Galería Nicolini|Las Malvinas"
"8223V3Vt8ss","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-25,"Abogado de Zamir Villaverde: ""Este es un Gobierno que está actuando de espaldas a la ley""","El abogado de Zamir Villaverde, Julio Rodríguez, confirmó que el investigado empresario Zamir Villaverde está aspirando a la figura de la colaboración eficaz y que entregó los audios de las conversaciones vinculadas a presuntos actos de corrupción.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",66416,188,723,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Zamir Villaverde|Zamir Villaverde Congreso|Zamir Villaverde abogado|Abogado de Zamir Villaverde|Zamir Villaverde Julio Rodriguez|Zamir Villaverde Pedro Castillo|Pedro Castillo Perú Zamir Villaverde|Pedro Castillo Gobierno"
"VtOaMb9WNgk","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-06-29,"Viruela del mono: ¿Cómo se contagia y cuáles son sus síntomas?","El titular del Ministerio de Salud (Minsa), Jorge López, confirmó dos nuevos contagios de la viruela del mono en el Perú, con lo que se eleva a tres el número de casos en el país.

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5417,7,69,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"psTLZLiwXes","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-07-03,"Sobre VIRUELA DEL MONO en el PERÚ: “hay más casos sospechosos en investigación”","Víctor Suárez Moreno, jefe del Instituto Nacional de Salud del MINSA, se pronuncia sobre el seguimiento de primeros casos de la viruela del mono en nuestro país y qué medidas están adoptando para evitar su propagación #rppnoticias 
. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2258,16,24,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Castillo hoy|VIRUELA DEL MONO|CASOS SOSPECHOSOS|VIIRUELA EN EL PERU"
"QEChdTwkKJk","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2022-07-04,"MASCARILLAS EN PERÚ: MINSA anuncia retorno al uso obligatorio en exteriores","Ante el aumento de casos de COVID-19 en el Perú, el ministerio de salud anuncio el retorno a la obligatoriedad del uso de mascarillas en espacios abiertos.

00:00 Ministro de Salud
00:35 Viruela del mono en Lima
01:30 Uso de mascarillas

#RPPNoticias. La voz de todo el Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",9065,129,156,NA,"RPP|RPP Noticias|Noticias Peru|Perú|viruela del mono|minsa|ministerio de salud|viruela del mono en el peru|covid|covid 19|covid 19 en peru|coronavirus|mascarillas|mascara|protector facial|ministro de salud|uso de mascarilla|mascarilla en lima|mascarillas en lima|mascarilla obligatoria|mascarilla obligatoria en peru|mascarilla obligatoria en lima"
